date,volume
2022-01-01,102.82760227342136
2022-01-02,100.07544191287802
2022-01-03,104.42773444081519
2022-01-04,109.22666407104826
2022-01-05,100.86256403745709
2022-01-06,101.28395382842659
2022-01-07,110.77140061995466
2022-01-08,107.13249717212904
2022-01-09,101.36712667327326
2022-01-10,106.84556126828986
2022-01-11,102.23292195279144
2022-01-12,102.63749778261823
2022-01-13,106.59088098650118
2022-01-14,96.22827896459569
2022-01-15,97.58228999036723
2022-01-16,103.80613022014457
2022-01-17,101.96249251590673
2022-01-18,109.00525883500993
2022-01-19,103.29947242241141
2022-01-20,101.18174479882106
2022-01-21,115.97318139932514
2022-01-22,107.91563850221239
2022-01-23,109.77955675468532
2022-01-24,102.71328952650369
2022-01-25,107.5078569590314
2022-01-26,111.17465615277344
2022-01-27,105.25278826905262
2022-01-28,113.27130811754628
2022-01-29,108.77194473642987
2022-01-30,110.69615807197
2022-01-31,109.52266189145668
2022-02-01,122.16614538984255
2022-02-02,113.2077320178996
2022-02-03,108.35394502337769
2022-02-04,118.11923824184555
2022-02-05,108.26295753248918
2022-02-06,115.76872053934756
2022-02-07,105.27976101755785
2022-02-08,108.78729140638649
2022-02-09,116.75895850108995
2022-02-10,119.80965735396252
2022-02-11,117.31300137019564
2022-02-12,116.21284049254592
2022-02-13,115.61649600681324
2022-02-14,110.05627314379234
2022-02-15,114.1723932882829
2022-02-16,115.78694215131776
2022-02-17,123.68998831745712
2022-02-18,120.43235964865606
2022-02-19,110.20453988976055
2022-02-20,120.94114735524138
2022-02-21,117.69175157580361
2022-02-22,116.52437267271378
2022-02-23,123.25450500624456
2022-02-24,125.63352160298717
2022-02-25,125.41252430723672
2022-02-26,116.83277628198904
2022-02-27,119.75062528122238
2022-02-28,123.21585472143072
2022-03-01,126.6950862826947
2022-03-02,119.67423224410456
2022-03-03,121.38941956802215
2022-03-04,117.02846887784021
2022-03-05,116.81630978262659
2022-03-06,127.09189415658548
2022-03-07,130.03706500482585
2022-03-08,123.11704801150911
2022-03-09,128.7105886586043
2022-03-10,125.71148108899835
2022-03-11,120.88259129519568
2022-03-12,189.171798298392
2022-03-13,132.19154042937893
2022-03-14,124.51043611895014
2022-03-15,132.69536622766157
2022-03-16,111.95034626887302
2022-03-17,129.32982132279642
2022-03-18,125.82106697163209
2022-03-19,124.05057786352764
2022-03-20,126.15843767632971
2022-03-21,115.91002233291046
2022-03-22,124.89193396773558
2022-03-23,127.91245732678316
2022-03-24,133.64712321291506
2022-03-25,123.79120250079495
2022-03-26,122.45911462236849
2022-03-27,124.10594300152988
2022-03-28,131.29899076577044
2022-03-29,128.46708563981622
2022-03-30,124.26997027116103
2022-03-31,129.57463601451676
2022-04-01,127.57729734131485
2022-04-02,132.01282705661063
2022-04-03,123.731111236055
2022-04-04,125.66892474565394
2022-04-05,125.4066414880586
2022-04-06,120.10364786963646
2022-04-07,128.94996526112843
2022-04-08,128.81689148421006
2022-04-09,127.57355445204135
2022-04-10,126.40555690125235
2022-04-11,120.52629190275792
2022-04-12,125.51873571325608
2022-04-13,125.92138787838513
2022-04-14,123.63077314119398
2022-04-15,126.83715203613511
2022-04-16,129.65950096489314
2022-04-17,137.06011185373606
2022-04-18,128.48630295625202
2022-04-19,128.87972125264292
2022-04-20,127.19264865430223
2022-04-21,117.93831595343244
2022-04-22,127.36131430929915
2022-04-23,127.75119890166849
2022-04-24,139.71691137917784
2022-04-25,126.38407567842616
2022-04-26,128.79336316142613
2022-04-27,127.0464209594884
2022-04-28,121.30559313374185
2022-04-29,132.78679539165108
2022-04-30,130.75078486098874
2022-05-01,130.85950564672817
2022-05-02,122.2654716835765
2022-05-03,133.72933091481164
2022-05-04,119.60399384267232
2022-05-05,129.44041735095203
2022-05-06,137.34634068169748
2022-05-07,121.32441602502934
2022-05-08,123.3238064586793
2022-05-09,126.52697110829006
2022-05-10,123.3800376847208
2022-05-11,118.00814514084051
2022-05-12,125.9637317292059
2022-05-13,120.16432597218285
2022-05-14,127.69427375433241
2022-05-15,120.57526443307945
2022-05-16,132.76380744319658
2022-05-17,120.93536472867333
2022-05-18,123.07463674641313
2022-05-19,128.58173356038336
2022-05-20,118.18499290684292
2022-05-21,125.29782010162873
2022-05-22,130.51355529061308
2022-05-23,115.75393896445414
2022-05-24,124.52430907860897
2022-05-25,124.706689043128
2022-05-26,127.11895604049072
2022-05-27,116.82416780326915
2022-05-28,116.20231380902777
2022-05-29,125.20665984179996
2022-05-30,123.87099490592009
2022-05-31,123.42450542606028
2022-06-01,123.68718861879988
2022-06-02,118.3347546831445
2022-06-03,122.67319026018306
2022-06-04,122.7515296830927
2022-06-05,117.48594795078564
2022-06-06,130.1554984275601
2022-06-07,122.96218611279923
2022-06-08,114.40046691024645
2022-06-09,123.4013757450832
2022-06-10,115.00457693240648
2022-06-11,123.57063468274453
2022-06-12,125.18335989787927
2022-06-13,115.04018047609077
2022-06-14,123.71181885322808
2022-06-15,120.70842195451472
2022-06-16,122.50272762870921
2022-06-17,127.62272956346249
2022-06-18,116.65668858574624
2022-06-19,113.85843837118813
2022-06-20,112.92176180797856
2022-06-21,113.03132163196486
2022-06-22,116.46482789749976
2022-06-23,118.29508426138192
2022-06-24,117.71089143813515
2022-06-25,120.20069266771077
2022-06-26,115.86645183428703
2022-06-27,122.80520692799423
2022-06-28,113.94987617109372
2022-06-29,128.60926114508632
2022-06-30,117.87173986674979
2022-07-01,110.19243774277138
2022-07-02,108.85852180177646
2022-07-03,116.3601433138172
2022-07-04,112.56540423147251
2022-07-05,116.98789927931433
2022-07-06,115.5196069964638
2022-07-07,112.52524137116085
2022-07-08,108.39193085149446
2022-07-09,104.78882456107362
2022-07-10,109.86839599916705
2022-07-11,116.12172451391766
2022-07-12,112.64990937757226
2022-07-13,105.09150755261055
2022-07-14,111.92801757119783
2022-07-15,112.73186173426107
2022-07-16,106.1304992675582
2022-07-17,111.06437223247536
2022-07-18,110.33429768368703
2022-07-19,104.07755516100526
2022-07-20,111.33223872922753
2022-07-21,112.09995958821723
2022-07-22,114.46596444122838
2022-07-23,114.07642191014757
2022-07-24,101.67789570466546
2022-07-25,103.63817039386896
2022-07-26,110.66584116008514
2022-07-27,110.42537333249614
2022-07-28,110.19996291533029
2022-07-29,126.65925688315895
2022-07-30,110.02361209028719
2022-07-31,112.62332333155925
2022-08-01,111.49470453359292
2022-08-02,109.76380620670214
2022-08-03,104.71569939250081
2022-08-04,109.8752156980806
2022-08-05,102.00778177440104
2022-08-06,104.48265234245233
2022-08-07,103.03814847337571
2022-08-08,105.67602408166867
2022-08-09,116.64518172896435
2022-08-10,95.54442773492825
2022-08-11,108.12462862230093
2022-08-12,96.44611023849029
2022-08-13,101.97025780127221
2022-08-14,109.59883977901282
2022-08-15,104.30367403165165
2022-08-16,98.42582882759748
2022-08-17,100.07447754133293
2022-08-18,106.88966450989274
2022-08-19,99.68482905570544
2022-08-20,104.2683175726023
2022-08-21,103.26769009086928
2022-08-22,99.64014585615382
2022-08-23,113.48076042502495
2022-08-24,105.79816704677658
2022-08-25,92.37509304952536
2022-08-26,103.31007482196763
2022-08-27,98.95069112459468
2022-08-28,106.40849154788768
2022-08-29,98.07536067807851
2022-08-30,101.36091511456551
2022-08-31,104.36121403059623
2022-09-01,106.07183369569202
2022-09-02,95.65350645817567
2022-09-03,99.89961314227172
2022-09-04,99.11977149426434
2022-09-05,98.15552480458766
2022-09-06,110.18245399663131
2022-09-07,103.31848522990131
2022-09-08,94.93297438447594
2022-09-09,105.77598491781552
2022-09-10,111.75223906673207
2022-09-11,106.26410585559707
2022-09-12,93.4708248266446
2022-09-13,98.61800643908586
2022-09-14,107.35087349159569
2022-09-15,97.46078023826081
2022-09-16,103.20673181191599
2022-09-17,104.85503604707296
2022-09-18,96.34719356063695
2022-09-19,100.68997163139717
2022-09-20,84.79280817570276
2022-09-21,95.8945670069379
2022-09-22,99.77685684906152
2022-09-23,94.82982259931649
2022-09-24,109.26569916777798
2022-09-25,93.99371612330582
2022-09-26,98.9908684218979
2022-09-27,101.8973585704472
2022-09-28,108.50849170840347
2022-09-29,94.18719485340573
2022-09-30,107.25261975114202
2022-10-01,101.56417922867028
2022-10-02,96.68760191988612
2022-10-03,103.99371113122616
2022-10-04,102.77245541963941
2022-10-05,98.87594584854212
2022-10-06,102.33181782727861
2022-10-07,100.1679124791154
2022-10-08,102.7796264168647
2022-10-09,105.64612698766055
2022-10-10,110.39485311024814
2022-10-11,96.41083349811973
2022-10-12,113.40604970469421
2022-10-13,93.12722715239099
2022-10-14,102.28131535614318
2022-10-15,106.14017107732633
2022-10-16,104.76763459166614
2022-10-17,100.41898861838881
2022-10-18,102.66737975566386
2022-10-19,101.42415633372188
2022-10-20,101.12914213919125
2022-10-21,108.51638428350454
2022-10-22,106.25142844255768
2022-10-23,101.20531432480597
2022-10-24,109.37687013727232
2022-10-25,106.62983546398107
2022-10-26,109.37753404835536
2022-10-27,108.68663000456742
2022-10-28,101.62410648744402
2022-10-29,103.20406057633996
2022-10-30,109.98256004327736
2022-10-31,109.54426355593736
2022-11-01,106.6393688695583
2022-11-02,107.58707167244873
2022-11-03,113.65035785651501
2022-11-04,104.57076166780402
2022-11-05,110.5356217969667
2022-11-06,107.06556192560886
2022-11-07,107.26932501633775
2022-11-08,114.13757679064614
2022-11-09,113.06143012566014
2022-11-10,113.29718407160495
2022-11-11,116.05688503764264
2022-11-12,109.93886750658088
2022-11-13,113.55240589233483
2022-11-14,108.9044673733342
2022-11-15,112.39409107190647
2022-11-16,110.44422960137574
2022-11-17,111.90576579942172
2022-11-18,114.72649463759726
2022-11-19,107.993537754069
2022-11-20,122.8844418354465
2022-11-21,107.73413880262522
2022-11-22,107.0387810639314
2022-11-23,119.24947615805883
2022-11-24,117.77005215363795
2022-11-25,117.28869280757094
2022-11-26,117.66963231999209
2022-11-27,114.82985481863217
2022-11-28,110.77128943934798
2022-11-29,116.00626028006883
2022-11-30,112.6142226279832
2022-12-01,121.25145405638483
2022-12-02,116.01933529925886
2022-12-03,113.00875688964723
2022-12-04,115.91369857269751
2022-12-05,119.97234377336824
2022-12-06,115.47870505461076
2022-12-07,114.57835777075823
2022-12-08,120.30242563002281
2022-12-09,120.70565671721127
2022-12-10,117.345152628238
2022-12-11,117.9258372098603
2022-12-12,121.84445885610441
2022-12-13,113.84889210296451
2022-12-14,114.45892723133366
2022-12-15,118.31268784237838
2022-12-16,121.2479689770942
2022-12-17,124.28157319796144
2022-12-18,65.25854169393624
2022-12-19,127.84320467762986
2022-12-20,123.17105612640964
2022-12-21,124.29264817187143
2022-12-22,119.79310097152646
2022-12-23,125.13213846667321
2022-12-24,124.2012044154591
2022-12-25,127.67862008188078
2022-12-26,122.35003731661084
2022-12-27,129.50462313322603
2022-12-28,134.99371595960832
2022-12-29,127.20868219334987
2022-12-30,130.1837321013049
2022-12-31,132.04871125658417
2023-01-01,127.1007345074861
2023-01-02,130.6500311863361
2023-01-03,130.01505911277076
2023-01-04,130.86270064030234
2023-01-05,126.93108735034652
2023-01-06,131.33999484301725
2023-01-07,134.12813335719497
2023-01-08,139.3138469238897
2023-01-09,137.27365809192412
2023-01-10,143.66147869646784
2023-01-11,129.47607796096355
2023-01-12,138.0905550926229
2023-01-13,135.06058501591284
2023-01-14,145.5065002125231
2023-01-15,130.92819308470666
2023-01-16,131.1817640139956
2023-01-17,132.7924902489088
2023-01-18,125.57734890903455
2023-01-19,133.9736230501637
2023-01-20,133.21040535627907
2023-01-21,138.15971184564845
2023-01-22,139.5161052420809
2023-01-23,147.58557528587517
2023-01-24,143.3519550070513
2023-01-25,136.10805766189534
2023-01-26,134.89077520603234
2023-01-27,142.23015737224668
2023-01-28,133.55445734926477
2023-01-29,149.69523737384569
2023-01-30,146.81463278309286
2023-01-31,138.94812205063016
2023-02-01,133.10188718039353
2023-02-02,148.80738537096636
2023-02-03,141.83260580044413
2023-02-04,148.95840059974694
2023-02-05,135.1578428469225
2023-02-06,140.49033280810494
2023-02-07,143.86713549409768
2023-02-08,144.4259299782524
2023-02-09,142.28713032289815
2023-02-10,147.99437947427302
2023-02-11,139.88086317588287
2023-02-12,144.8419898379307
2023-02-13,146.48629800186924
2023-02-14,148.78388262447328
2023-02-15,150.09249407925094
2023-02-16,141.2297309054774
2023-02-17,139.49661169123448
2023-02-18,153.86545766885632
2023-02-19,149.44411608502222
2023-02-20,144.34110018403464
2023-02-21,156.13572821404784
2023-02-22,149.25016120425792
2023-02-23,154.8554148409094
2023-02-24,149.57892175610803
2023-02-25,159.82266869461571
2023-02-26,158.5683734688683
2023-02-27,148.8146717766331
2023-02-28,155.18019767773472
2023-03-01,153.8070457535587
2023-03-02,157.67606657954278
2023-03-03,146.25590250699076
2023-03-04,154.75320640641263
2023-03-05,156.8522706958279
2023-03-06,142.99837297104895
2023-03-07,146.10237765719287
2023-03-08,142.0437430891603
2023-03-09,151.10869535547144
2023-03-10,156.25381760129002
2023-03-11,160.38278068725148
2023-03-12,153.44083343203482
2023-03-13,161.40724068345557
2023-03-14,146.55186438197546
2023-03-15,145.11804111036582
2023-03-16,153.5341386533887
2023-03-17,155.90344140416687
2023-03-18,153.98516324852082
2023-03-19,143.97120947420765
2023-03-20,154.0168389546383
2023-03-21,148.0883247619407
2023-03-22,158.10146150962336
2023-03-23,156.72269105825873
2023-03-24,150.32105941612073
2023-03-25,152.57602436402976
2023-03-26,149.96832038593973
2023-03-27,155.06413809163675
2023-03-28,160.26049713831628
2023-03-29,150.6575052183901
2023-03-30,158.20180922613545
2023-03-31,153.11981611563783
2023-04-01,151.89035079181298
2023-04-02,155.3972556627234
2023-04-03,75.41398522594747
2023-04-04,153.30179431045693
2023-04-05,150.14059814932517
2023-04-06,166.00765363342904
2023-04-07,156.40848699421426
2023-04-08,152.77579294189772
2023-04-09,157.3806920810502
2023-04-10,155.77965767822397
2023-04-11,155.2611029738939
2023-04-12,159.45560118585004
2023-04-13,160.18530436980555
2023-04-14,153.75245910779947
2023-04-15,153.52729474979182
2023-04-16,155.02679355361226
2023-04-17,144.8823818825555
2023-04-18,148.8002639396501
2023-04-19,163.18914599480178
2023-04-20,164.55252215918952
2023-04-21,155.04979719069576
2023-04-22,159.13947386037407
2023-04-23,157.76910398323108
2023-04-24,171.55791021757764
2023-04-25,161.70656041805466
2023-04-26,155.4088438509043
2023-04-27,151.20508296356252
2023-04-28,147.8795570791017
2023-04-29,156.85280485696214
2023-04-30,151.9721713296834
2023-05-01,148.5558827220746
2023-05-02,152.34234989488758
2023-05-03,150.07042470060924
2023-05-04,163.81176269054663
2023-05-05,159.67713602524796
2023-05-06,155.11700470461457
2023-05-07,162.43962370368294
2023-05-08,155.3049420034813
2023-05-09,150.48509863476056
2023-05-10,162.27584170020012
2023-05-11,157.21881787314453
2023-05-12,149.1974914420935
2023-05-13,153.28695650894537
2023-05-14,149.71102569278275
2023-05-15,147.02119230797683
2023-05-16,158.40782851431715
2023-05-17,163.1615197512552
2023-05-18,146.45491181689587
2023-05-19,156.09179901553793
2023-05-20,149.8489070019536
2023-05-21,150.48769886833463
2023-05-22,149.77867725655662
2023-05-23,148.23420664741124
2023-05-24,152.6065532842216
2023-05-25,148.01532984838073
2023-05-26,153.3249311690534
2023-05-27,151.5205361689639
2023-05-28,150.37266199866716
2023-05-29,146.82193906205748
2023-05-30,148.2650202454625
2023-05-31,154.71180266200975
2023-06-01,153.22233886798693
2023-06-02,145.60990742559423
2023-06-03,150.77138866007422
2023-06-04,153.8059082920083
2023-06-05,141.47348399386067
2023-06-06,152.30623219228602
2023-06-07,146.0427080720611
2023-06-08,151.97278309777553
2023-06-09,145.0651172777515
2023-06-10,139.61638013877052
2023-06-11,140.26030483316651
2023-06-12,148.3936120946992
2023-06-13,149.20500993500679
2023-06-14,143.13616044003444
2023-06-15,150.60028497226915
2023-06-16,138.847631875942
2023-06-17,146.57117101550622
2023-06-18,140.59135352549836
2023-06-19,143.13074401251484
2023-06-20,146.3691326712383
2023-06-21,141.5711115889223
2023-06-22,143.69036408197118
2023-06-23,150.38359379192096
2023-06-24,142.20578345241935
2023-06-25,149.00604234140638
2023-06-26,138.91571346015948
2023-06-27,146.9493627903341
2023-06-28,151.24380879912303
2023-06-29,131.4129981700518
2023-06-30,139.52173220912246
2023-07-01,146.12639151930554
2023-07-02,141.9605627204171
2023-07-03,144.56631596300787
2023-07-04,139.42559758307272
2023-07-05,142.6136511047684
2023-07-06,141.1378380551857
2023-07-07,147.49110160129428
2023-07-08,142.66080901689264
2023-07-09,142.813879353429
2023-07-10,138.80439128743984
2023-07-11,138.16450478048787
2023-07-12,138.1794550763732
