source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'BBC News'}",,'Gruesome sell-out or a chance to lead': What will happen when Starmer visits Trump?,What could happen when Sir Keir Starmer visits the White House next Thursday?,https://www.bbc.com/news/articles/c3w16l6xx39o,https://ichef.bbci.co.uk/news/1024/branded_news/781e/live/041ae6d0-f070-11ef-896e-d7e7fb1719a4.png,2025-02-22T16:29:37Z,"The next seven days really matter.
""The most negative thing would be a gruesome sell-out of Ukraine and we get slapped with tariffs,"" says a source involved in working out the best moves for No 10 a… [+8944 chars]"
"{'id': None, 'name': 'BBC News'}",,Watch: Trump welcomes prime minister to the White House,The highly anticipated meeting between the two leaders began with a question and answer with the press.,https://www.bbc.com/news/videos/c0mwwpwrw14o,https://ichef.bbci.co.uk/news/1024/branded_news/0168/live/cc6974b0-f540-11ef-9e61-71ee71f26eb1.jpg,2025-02-27T19:39:08Z,"US President Donald Trump has welcomed UK Prime Minister Sir Keir Starmer to the White House, commencing a highly anticipated meeting between the two leaders. 
Sir Keir's visit comes days after Fran… [+201 chars]"
"{'id': None, 'name': 'BBC News'}",,Ros Atkins on... the fight for Ukraine's critical minerals,The BBC's Analysis Editor Ros Atkins looks at why the US wants access to Ukraine's minerals.,https://www.bbc.com/news/videos/czx7d0e70dxo,https://ichef.bbci.co.uk/news/1024/branded_news/7c25/live/0a2e82e0-efc9-11ef-a319-fb4e7360c4ec.jpg,2025-02-20T20:39:20Z,"Donald Trump thinks Ukraine owes the US a substantial slice of its vast mineral resources in exchange for its military support during Kyiv's war with Russia.
Ukrainian President Volodymyr Zelensky h… [+192 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}","Jake Epstein,Matthew Loh","Inside Ukraine's race to crank out unjammable, fiber-optic drones that can break through Russia's electronic warfare",Ukraine is ramping up fiber-optic drone production to counter Russian electronic warfare.,https://www.businessinsider.com/ukraine-unjammable-fiber-optic-drone-keep-pace-russia-2025-1,https://i.insider.com/679ce356196626c40985f296?width=1200&format=jpeg,2025-02-07T10:06:02Z,"A Ukrainian-made fiber-optic drone flies at an undisclosed location in the Kyiv region on January 29.AP Photo/Efrem Lukatsky
<ul><li>Ukrainian companies are increasing the production of fiber-optic … [+10144 chars]"
"{'id': None, 'name': 'BBC News'}",,Macron to warn Trump against looking weak to Putin,The French president is at the White House to appeal to Trump against rushing into a deal with Russia.,https://www.bbc.com/news/articles/cpwd2001d10o,https://ichef.bbci.co.uk/news/1024/branded_news/6799/live/732f4ed0-f2b4-11ef-8c03-7dfdbeeb2526.jpg,2025-02-24T15:09:37Z,"Jacqueline Howard
Trump and Macron shared a handshake when they met for December's reopening of Notre-Dame cathedral in Paris 
French President Emmanuel Macron is due to meet Donald Trump in Washin… [+3812 chars]"
"{'id': None, 'name': 'BBC News'}",,Weekly quiz: What did the kayaker feel on his face when swallowed by a whale?,How much attention did you pay to what else has been going on in the world over the past seven days?,https://www.bbc.com/news/articles/cwydl3pnqq8o,https://ichef.bbci.co.uk/news/1024/branded_news/85cd/live/099737d0-efbc-11ef-a319-fb4e7360c4ec.jpg,2025-02-20T19:09:11Z,"This week saw the US president appear to blame Ukraine for starting its war with Russia, a Liverpool fan scoring the first goal at Everton's new stadium and the discovery of a pharaoh's tomb for the … [+189 chars]"
"{'id': None, 'name': 'NPR'}",Scott Neuman,5 signs that a U.S.-Europe split is widening,"As the Trump administration ramps up its rhetoric against Ukraine and NATO, European countries are taking note — with increasing alarm.",https://www.npr.org/2025/02/25/nx-s1-5307012/europe-nato-us-ukraine-russia-eu,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3840x2160+0+400/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F51%2Fca%2F538f87044d7593ab792b5553e09d%2Fgettyimages-2198812886.jpg,2025-02-25T10:00:00Z,"Following the Russian invasion of Ukraine three years ago, there was plenty of talk about the revitalization of the NATO alliance in response to Kremlin aggression.
The alliance had grown languid in… [+6936 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Jake Epstein,Ukraine's drone makers are turning up production for a weapon they once thought would never work,"Ukraine and Russia are both operating fiber-optic drones, which can't be jammed with traditional electronic warfare tactics.",https://www.businessinsider.com/ukraines-drone-makers-producing-fiber-optic-weapons-didnt-think-possible-2025-2,https://i.insider.com/67ae0e1ceb4be2fff9a487a7?width=1200&format=jpeg,2025-02-14T10:22:02Z,"A fiber-optic drone is seen in the Kyiv region in January.NurPhoto/NurPhoto via Getty Images
<ul><li>Ukraine's defense industry is boosting the production of fiber-optic drones.</li><li>These drones… [+6034 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Thibault Spirlet,Ukraine says it's taken the top spot in the race to make combat drones,"Data on which country makes the most combat drones is unclear, but Ukraine is making millions of these things.",https://www.businessinsider.com/ukraine-says-world-largest-producer-tactical-strategic-drones-war-russia-2025-2,https://i.insider.com/67bc55a4c832c3638fa4fe4d?width=1200&format=jpeg,2025-02-25T10:36:49Z,"A Ukrainian soldier with a drone in Donetsk Oblast on February 19, 2025.Wolfgang Schwan/Anadolu via Getty Images
<ul><li>Ukraine has become the largest producer of tactical and strategic drones, its… [+3891 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",sbaker@insider.com (Sinéad Baker),Trump's Ukraine play could free up Russia to set its ramped-up war machine on other countries,Stopping aid to Ukraine at a time when Russia's military spending and production is so high could result in a dangerous situation for the West.,https://www.businessinsider.com/bad-time-stop-aid-ukraine-russia-war-machine-fired-up-2025-3,https://i.insider.com/67c6033eb1834fe311660048?width=1200&format=jpeg,2025-03-04T11:48:33Z,"Russia is hurtingafter years of fighting in Ukraine, but its war machine has dangerously ramped up. Taking the pressure off its army could set Moscow up to pick new fights in Europe, current and form… [+6421 chars]"
"{'id': None, 'name': 'NPR'}",Charles Maynes,"U.S. and Russia discuss ending Ukraine war, without Kyiv",The talks build on last week's phone call between President Trump and Russian leader Vladimir Putin during which the two leaders agreed to work together towards a negotiated end to the war.,https://www.npr.org/2025/02/18/nx-s1-5300669/us-russia-ukraine-saudi-arabia-summit,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4531x2549+0+161/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F57%2F73%2Fc9a6ccfd4a36b5f7559315c08f27%2Fap25049341398165.jpg,2025-02-18T12:35:11Z,Senior U.S. and Russian delegations gathered for talks in the Saudi Arabian capital of Riyadh on Tuesday as the two sides began an initial round of high-stakes negotiations aimed at ending the war in… [+3742 chars]
"{'id': None, 'name': 'Ted.com'}","Ian Bremmer, contact@ted.com (TED)","Trump, Europe, Ukraine and the uncertain world order | Ian Bremmer","Headlines have been swirling as President Trump enters his second month back in office and his policies come into focus. In this urgent, fast-paced conversation, political scientist Ian Bremmer defines what we should pay attention to, digging into a newly fra…",https://www.ted.com/talks/ian_bremmer_trump_europe_ukraine_and_the_uncertain_world_order,https://pi.tedcdn.com/r/talkstar-assets.s3.amazonaws.com/production/talks/talk_146928/c94b768d-1815-46a9-bf7b-24ddd889e741/TEDExplains_Episode_Thumbnail_Trump-Europe-Ukraine.jpg?u%5Br%5D=2&u%5Bs%5D=0.5&u%5Ba%5D=0.8&u%5Bt%5D=0.03&quality=82c=1050%2C550&w=1050,2025-02-27T15:25:30Z,TED is supported by ads and partners00:00
"{'id': None, 'name': 'NPR'}",Brittney Melton,"Macron, Trump to discuss Ukraine peace plan. And, Greenpeace faces $300 million lawsuit","French President Emmanuel Macron is set to present the European peace plan for Ukraine to President Trump today. And, Greenpeace faces a lawsuit that could shut it down.",https://www.npr.org/2025/02/24/g-s1-50422/up-first-newsletter-emmanuel-macron-trump-ukraine-germany-friedrich-merz-greenpeace,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3888x2187+0+203/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5d%2Fda%2Fe1842d674e919315e02d2e9a31d7%2Fgettyimages-2200739544.jpg,2025-02-24T11:47:07Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+5199 chars]"
"{'id': None, 'name': 'NPR'}",Lisa Hagen,A far-right influencer is getting invitations to travel with Trump Cabinet members,"Jack Posobiec, a prominent influencer, has a long history of promoting antisemitic and white supremacist content. He traveled to Ukraine with Treasury Secretary Scott Bessent last week.",https://www.npr.org/2025/02/21/nx-s1-5303473/jack-posobiec-bessent-hegseth-europe-influencer,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5955x3350+0+310/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F11%2F59%2F9c4b8a024f338c6047cc44e668f1%2Fgettyimages-2186528778.jpg,2025-02-21T10:00:00Z,Far-right activist Jack Posobiec who has a long history of promoting antisemitic and white supremacist content last week claimed that he joined top U.S. officials including Treasury Secretary Scott B… [+5619 chars]
"{'id': None, 'name': 'NPR'}",Steve Inskeep,Top Ukrainian official says Kyiv will refuse any 'bad' peace deal,"Ihor Brusylo, deputy head of Ukraine's President's Office, tells NPR Trump is a ""peacemaker and dealmaker,"" while expressing hope the U.S. continues to provide aid to Ukraine.",https://www.npr.org/2025/02/25/nx-s1-5306391/ukraine-official-ilhor-brusylo-trump-russia-europe,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5760x3240+0+300/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F3f%2Fe9%2F116a4b384156b8a58a0731f2a096%2Fap25055770626602.jpg,2025-02-25T10:00:00Z,"Three years since Russia launched its full-scale invasion of Ukraine, the United States and its European allies are sharply split over the war. The divide came into sharp focus Monday, when the U.S. … [+5410 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Mia Jankowicz,'Era of rearmament' as Europe turns on the defense spending taps,"European Commission president Ursula von der Leyen announced the plan allowing EU members to spend more on weapons, amid worsening US-Ukraine relations.",https://www.businessinsider.com/europe-boosting-defense-spending-ukraine-rearm-plan-trump-zelenskyy-2025-3,https://i.insider.com/67c6e68bb1834fe31166109d?width=1075&format=jpeg,2025-03-04T13:08:11Z,"European Commission president Ursula von der Leyen announced the plan on Tuesday.Thierry Monasse/Getty Images
<ul><li>The European Union announced plans to boost defense spending amid rising securit… [+1961 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Sinéad Baker,The West is hastily taking notes from Ukraine and gearing up for future drone wars,"Russia and Ukraine are heavily using drones, with the tactics and technology rapidly evolving. NATO nations are taking note and action.",https://www.businessinsider.com/nato-countries-acting-how-drones-used-by-russia-ukraine-2025-2,https://i.insider.com/67b729e4eb4be2fff9a517b4?width=1200&format=jpeg,2025-02-22T09:05:01Z,"Ukraine and Russia are constantly trying to innovate on the battlefield to maintain an edge over each other, and drones are key.Wolfgang Schwan/Anadolu via Getty Images
<ul><li>Drones are big in the… [+5974 chars]"
"{'id': None, 'name': 'NPR'}",Joanna Kakissis,The U.S. and Ukraine are close to agreeing on a framework deal for critical minerals,President Trump says Ukrainian President Volodymyr Zelenskyy will come to the U.S. Friday to sign a deal.,https://www.npr.org/2025/02/26/nx-s1-5309488/us-ukraine-critical-minerals-deal-trump-zelenskyy,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8640x4860+0+450/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F14%2F90%2F3b59efe34c5cbdf54354c40b2f34%2Fap25057502179023.jpg,2025-02-26T17:25:46Z,"KYIV, Ukraine Ukrainian President Volodymyr Zelenskyy announced that a framework deal with the United States on Ukraine's critical raw materials is nearing completion, though key details are still un… [+1377 chars]"
"{'id': None, 'name': 'BBC News'}",,The worrying pitfalls ahead of Starmer's US trip,"When Sir Keir Starmer touches down in Washington next week, he will be treading a fine diplomatic line.",https://www.bbc.com/news/articles/cq8yxenev9eo,https://ichef.bbci.co.uk/news/1024/branded_news/9551/live/89a69510-efcb-11ef-a819-277e390a7a08.jpg,2025-02-20T21:05:16Z,"When Sir Keir Starmer touches down in Washington next week, he will be treading a fine diplomatic line. 
He will want to maintain his support for President Volodymyr Zelensky and Ukraine's governmen… [+5161 chars]"
"{'id': None, 'name': 'VentureBeat'}",Dean Takahashi,Metro creator 4A Games rebrands as Reburn and unveils new title La Quimera,4A Games Ukraine is renaming itself as Reburn and unveiling a new intellectual property called La Quimera.,https://venturebeat.com/games/metro-creator-4a-games-rebrands-as-reburn-and-unveils-new-title-la-quimera/,https://venturebeat.com/wp-content/uploads/2025/02/la-quimera-a.jpg?w=1024?w=1200&strip=all,2025-02-27T15:00:00Z,"4A Games Ukraine put Ukraine on the game dev map with the Metro series. Now it is renaming itself as Reburn and is unveiling a new intellectual property called La Quimera.
While Metro took place in … [+6282 chars]"
"{'id': None, 'name': 'BBC News'}",,Can Europe still count on the US coming to its defence?,"Trump has engaged Putin and hinted the US may not defend European allies, causing alarm about Nato's future.",https://www.bbc.com/news/articles/c0l1w1w41xzo,https://ichef.bbci.co.uk/news/1024/branded_news/832f/live/df252540-efb4-11ef-aaf4-8ff5777c605e.jpg,2025-02-26T00:00:32Z,"Frances Mao
European leaders have been left stunned by the open rapprochement between US President Donald Trump and Russia's Vladimir Putin - and not-so-subtle hints that the US may abandon its obli… [+5998 chars]"
"{'id': 'time', 'name': 'Time'}",BRIAN MELLEY / AP,"U.K., France, and Ukraine Agree to Work On Cease-Fire Plan for Russia’s War in Ukraine","""Even while Russia talks about peace, they are continuing their relentless aggression,"" Starmer said at the opening of the meeting.",https://time.com/7263397/ukraine-russia-war-ceasefire-plan-european-leaders-summit/,https://api.time.com/wp-content/uploads/2025/03/AP25061526110696.jpg?quality=85&w=1200&h=628&crop=1,2025-03-02T15:52:32Z,LONDON British Prime Minister Keir Starmer told leaders gathered Sunday for a summit on the war in Ukraine that they need to step up and continue to support Kyiv and meet a once in a generation momen… [+6075 chars]
"{'id': None, 'name': 'NPR'}",Willem Marx,European leaders renew support for Ukraine after Zelenskyy's stormy meeting with Trump,"Leaders from across Europe came quickly to the defense of Ukrainian President Volodymyr Zelenskyy, after his televised clash with President Trump and Vice President Vance.",https://www.npr.org/2025/03/01/g-s1-51506/european-leaders-react-to-zelenskyy-oval-office,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/7040x3960+0+364/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fed%2F31%2Fa473365f440c9d4f02de0a044b92%2Fgettyimages-2201833361.jpg,2025-03-01T14:37:11Z,"PARIS Leaders from across Europe came quickly to the defense of Ukrainian President Volodymyr Zelenskyy, after his televised clash with President Trump and Vice President Vance.
Many of them publicl… [+6388 chars]"
"{'id': None, 'name': 'NPR'}",Suzanne Nuyen,"Linda McMahon faces confirmation hearing. And, Trump, Putin agree to meet","What to know about Trump's pick for education secretary, Linda McMahon, who faces her confirmation hearing today. And, Trump agrees to meet with Putin to kick off talks to end the war in Ukraine.",https://www.npr.org/2025/02/13/g-s1-48587/up-first-newsletter-linda-mcmahon-trump-putin-ukraine-consumer-financial-protection-bureau,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4642x2609+0+289/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb5%2Fd7%2Fa7d6fa234c848e2aa59300111daa%2Fgettyimages-2189084812.jpg,2025-02-13T11:35:05Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+5375 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,"In reversal, Trump says Russia attacked Ukraine",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b7c8364b-76af-4e99-bff5-23326b9d24f2,,2025-02-21T18:10:13Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
"{'id': None, 'name': 'NPR'}",Brittney Melton,"Trump's funding freeze threatens key river. And, U.S. votes against Ukraine peace plan","Trump's funding freezes could threaten the Colorado River. Some money was intended to keep the shrinking river flowing. And, the U.S. voted against a U.N. peace resolution for Ukraine.",https://www.npr.org/2025/02/25/g-s1-50573/up-first-newsletter-colorado-river-un-ukraine-resolution,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5154x2899+0+240/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb1%2F9f%2Fc65b21e74acba457a8d7c5c64d6e%2Fgettyimages-1494411405.jpg,2025-02-25T11:56:59Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+5510 chars]"
"{'id': None, 'name': 'NPR'}",Joanna Kakissis,"Meeting Trump at White House, Zelenksyy hopes for continued aid in war with Russia","It's the first face-to-face meeting between Zelenskyy and Trump since Trump's inauguration, and it comes about a week after Trump called Zelenskyy a dictator and repeated Kremlin talking points, including suggesting that Ukraine started the war with Russia.",https://www.npr.org/2025/02/28/nx-s1-5312880/trump-zelenskyy-minerals-ukraine-russia,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2585x1454+0+137/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F11%2Ffb%2Fc9eda5d14adaa96077dcb9baa451%2Fap25059059529453.jpg,2025-02-28T12:08:46Z,KYIV President Trump is set to meet Ukrainian President Volodymyr Zelenskyy at the White House today to sign a preliminary deal to give the U.S. access to Ukraine's critical raw materials in exchange… [+2309 chars]
"{'id': None, 'name': 'NPR'}",Eleanor Beardsley,"European leaders to meet about emerging transatlantic rift over security, Ukraine","European leaders are meeting in Paris to discuss an emerging transatlantic chasm over security and the war in Ukraine, while the U.S. will send negotiators to meet Russian diplomats in Saudi Arabia.",https://www.npr.org/2025/02/16/nx-s1-5299196/ukraine-talks,https://media.npr.org/include/images/facebook-default-wide-s1400-c100.jpg,2025-02-17T09:06:46Z,"PARIS, FranceEuropean leaders have called an emergency meeting in Paris Monday after the Trump administration has cut Europe out of negotiations on ending the war in Ukraine. 
The growing chasm betw… [+2023 chars]"
"{'id': None, 'name': 'BBC News'}",,Katya Adler: Far right looks for election breakthrough as Germany falters,The AfD party could become the second biggest in the German parliament after elections on Sunday.,https://www.bbc.com/news/articles/cn48y8xg53lo,https://ichef.bbci.co.uk/news/1024/branded_news/bb6d/live/68265e40-efec-11ef-91b1-2f08feec9ba1.jpg,2025-02-21T00:48:10Z,"Katya Adler
A political tidal wave is crashing across Germany. That's what the hard-right nationalist Alternative for Germany (AfD) party firmly believes.
It is labelled ""radical"", ""racist"" and ""an… [+9470 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Brent D. Griffiths,Trump and Zelenskyy got into a heated blow-up in the Oval Office. Now their mineral deal is in limbo.,"In an extraordinary scene, Volodymyr Zelenskyy and Donald Trump shouted at each other in the Oval Office.",https://www.businessinsider.com/white-house-statement-minerals-deal-trump-zelenskyy-oval-office-2025-2,https://i.insider.com/67c20d6eb1834fe31165d38b?width=1200&format=jpeg,2025-02-28T20:03:04Z,"Ukrainian President Volodymyr Zelenskyy, President Donald Trump, and Vice President JD Vance talk in the Oval Office.Andrew Harnik/Getty Images
<ul><li>A US-Ukraine rare Earth minerals deal is off f… [+3684 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",tspirlet@insider.com (Thibault Spirlet),Ukraine is launching a new drone supply model to slash delivery times to troops,"The new model is designed to facilitate the ""fast and uninterrupted supply of the best UAVs for our soldiers,"" Ukraine's defense minister said.",https://www.businessinsider.com/ukraine-launches-new-supply-model-reduces-drone-delivery-to-weeks-2025-2,https://i.insider.com/67b86269eb4be2fff9a53507?width=1200&format=jpeg,2025-02-21T14:46:34Z,"Ukraine is launching a new drone supply model that aims to reduce delivery times to troops from months to weeks.
Rustem Umerov, the Ukrainian defense minister, announced the new system in a Facebook… [+1904 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Michael Peck),NATO should steal a page from Russia's air war against Ukraine,"Russian glide bombs give its air force ""teeth"" and it should be a wake-up call for NATO, two military analysts wrote.",https://www.businessinsider.com/nato-russia-glide-bombing-air-war-2025-3,https://i.insider.com/67c0a8c869253ccddf97cb23?width=1200&format=jpeg,2025-03-01T09:26:01Z,One of the surprises of the Ukraine war has been the marginal role played by Russian airpower. Expectations that Russian fighters and bombers would blast a path for the ground troops as US airpower d… [+5069 chars]
"{'id': None, 'name': 'BBC News'}",,Who's who in German elections and why this vote is important,German voters go to the polls on 23 February in a pivotal vote focused on immigration and the economy.,https://www.bbc.com/news/articles/cg5ynv58y8yo,https://ichef.bbci.co.uk/news/1024/branded_news/2a23/live/7672bd10-e59a-11ef-a319-fb4e7360c4ec.jpg,2025-02-08T14:14:00Z,"Paul Kirby
Friedrich Merz (L) is favourite to become the next chancellor but every German government has to form a coalition
German voters decide on 23 February who will run their next government, … [+7190 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Chris Panella,"Real drone warfare isn't like playing Call of Duty, a special Ukrainian unit says, but gamers make great drone pilots",Ukraine's special drone unit Typhoon said gamers have the skillset needed for the complexities and speed of drone operations.,https://www.businessinsider.com/drone-warfare-isnt-like-video-games-gamers-make-great-pilots-2025-2,https://i.insider.com/67a4fdbeeb4be2fff9a3ce5d?width=1200&format=jpeg,2025-02-06T21:09:19Z,"Typhoon, Ukraine's new specialized drone unit, plays a vital role in the larger military's ongoing adaptations to the proliferation of uncrewed systems on the battlefield.Typhoon unit/National Guard … [+5526 chars]"
"{'id': None, 'name': 'The Bulwark'}",Mark Hertling,Marco Rubio Is Walking into a Trap,Ukraine still has an opportunity to win the war—if the Trump administration will let it.,https://www.thebulwark.com/p/marco-rubio-is-walking-into-a-trap-ukraine-russia-lavrov,https://s.yimg.com/ny/api/res/1.2/luuRm_UaR04c_9PwuoRMJQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/the_bulwark_articles_507/e7317ab981c272d7fe1970a32c183218,2025-02-18T07:44:39Z,"IM AN ETERNAL OPTIMIST. But my gut, informed by a career spent studying and implementing American foreign policy, tells me this week will not go well. Secretary of State Marco Rubio is set to meet Ru… [+9801 chars]"
"{'id': None, 'name': 'NPR'}",Charles Maynes,"3 years on, here's what to keep an eye on in the Ukraine war — and efforts to end it","Thousands of civilians have been killed since Russia launched its full-scale invasion on Feb. 24, 2022. Amid a stark shift in U.S. policy, Ukrainians want the war to end — but not on Russia's terms.",https://www.npr.org/2025/02/24/g-s1-50107/ukraine-war-3-years-russia-invasion,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/7008x3942+0+365/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F2c%2Fbb%2F8f4bed4441b0a0be982b83dd616d%2Fdsc03013.jpg,2025-02-24T10:02:00Z,"KYIV, TBILISI AND PARIS Nearly every day for the last three years, Russian drones and missiles have hit Ukraine, striking power plants, hospitals, schools and homes.
""This is part of our life,"" says… [+9115 chars]"
"{'id': None, 'name': 'Slashdot.org'}",msmash,President Trump: UK Encryption Policy 'Something You Hear About With China',"President Trump has directly criticized the UK government's approach to encryption, comparing recent actions to those of China. Speaking to The Spectator, Trump said he confronted UK Prime Minister Keir Starmer about the Home Office's request for ""backdoor ac…",https://news.slashdot.org/story/25/02/28/1620208/president-trump-uk-encryption-policy-something-you-hear-about-with-china,https://a.fsdn.com/sd/topics/encryption_64.png,2025-02-28T16:40:00Z,"Volodymyr Zelenskyy's term ended quite a while ago, he has the legal status in Ukraine of ""some random guy, who for some reason is ordering troops around""
Look I know you don't care about the US Con… [+222 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Sinéad Baker,"Ukraine is making weapons 'faster and cheaper' than anywhere else in Europe — and that's a problem, Danish PM warns",Danish Prime Minister Mette Frederiksen warned Saturday that Europe must ramp up production efforts going forward.,https://www.businessinsider.com/europe-weapon-making-issue-highlighted-ukraine-being-faster-denmark-pm-2025-2,https://i.insider.com/67b1d5aa7bb3f854015d0c2c?width=1200&format=jpeg,2025-02-16T15:38:44Z,"A worker assembles mortar shells at a factory in Ukraine.AP Photo/Evgeniy Maloletka
<ul><li>Ukraine can make weaponry ""faster and cheaper"" than elsewhere in Europe, Denmark's prime minister said.</l… [+5323 chars]"
"{'id': None, 'name': 'BBC News'}",,Moscow back at the table - and appearing to call the shots,"Team Trump clearly wants to cut a deal with Moscow and move on, says the BBC's Sarah Rainsford.",https://www.bbc.com/news/articles/c9q4gw45nvdo,https://ichef.bbci.co.uk/news/1024/branded_news/bfb1/live/c5534940-ee32-11ef-9aaf-097164145943.jpg,2025-02-18T20:01:46Z,"Sarah RainsfordEastern Europe correspondent
The sight of senior Russian and American officials back around a giant negotiating table is extraordinary.
For many, most of all Ukrainians, it will have… [+2737 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",Alexandra Hutzler,Fact-checking Trump's claims on amount of US aid to Ukraine,"President Donald Trump, as he navigates the Russia-Ukraine war, is making false claims about the amount of aid the U.S. has given to support Ukraine.",https://abcnews.go.com/Politics/fact-checking-trumps-claims-amount-us-aid-ukraine/story?id=119167409,https://i.abcnewsfe.com/a/404d254e-7d93-406b-addb-af88686e8e64/trump-france-macron-ap-lv-250214_1740446568606_hpMain_16x9.jpg?w=1600,2025-02-25T19:57:12Z,"President Donald Trump, as he navigates trying to end the Russia-Ukraine war, is repeatedly making false claims about the amount of aid the U.S. has given to support Ukraine.
He did so as he met wit… [+2823 chars]"
"{'id': None, 'name': 'NPR'}",Domenico Montanaro,"In case you missed it: Here's what happened with Trump this week, from Ukraine to DOGE","NPR rounds up what happened this week, the fourth week of President Trump's administration, and takes a look at some developments that have been overlooked.",https://www.npr.org/2025/02/21/nx-s1-5304445/trump-week-doge-ukraine-eric-adams-new-york,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3888x2187+0+203/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5d%2Fda%2Fe1842d674e919315e02d2e9a31d7%2Fgettyimages-2200739544.jpg,2025-02-21T10:00:00Z,"We'll be recapping what you need to know every Friday morning for the first 100 days of the Trump administration. Get more updates and analysis in the NPR Politics newsletter.
It's now been a month … [+12088 chars]"
"{'id': None, 'name': 'NPR'}",Brittney Melton,"European leaders pledge to back Ukraine. And, takeaways from the Oscars","Several global leaders pledged support for Ukrainian President Volodymyr Zelenskyy's efforts to stop Russia's war. And, heartfelt speeches, a big surprise and history were made at the Oscars.",https://www.npr.org/2025/03/03/g-s1-51744/up-first-newsletter-ukraine-volodymyr-zelenskyy-russia-oscars,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3692x2077+0+192/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F85%2F81%2F72cb65264a89a958d8d33230985c%2Fgettyimages-2202046253.jpg,2025-03-03T11:43:49Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+4756 chars]"
